pin,ward,community_area,census_tract,zip
26314070120000,10,,17031550100,60633
27061070310000,,,17031824113,60467
27064030060000,,,17031824113,60467
13124080100000,,,,60625
27064120181012,,,17031824113,60467
27064120181018,,,17031824113,60467
27064120181041,,,17031824113,60467
27074060150000,,,17031824113,60467
27093020220000,,,17031824114,60462
27101080070000,,,17031824115,60462
27102030260000,,,17031824115,60462
27102050220000,,,17031824115,60462
27123040060000,,,17031824106,60462
13131090310000,33,,17031140800,60625
13131180020000,,,,60625
25193130360000,19,,17031750500,60643
25193200090000,34,,17031750500,60643
25194050440000,34,,17031750500,60643
25201250040000,34,,17031750600,60643
25203060090000,34,,17031530300,60643
25203200310000,34,,17031530300,60643
25211070170000,34,,17031491200,60628
25211070400000,34,,17031491200,60628
25213090380000,34,,17031530200,60628
13022140270000,,,,60659
25243100220000,10,,17031838800,
25243110380000,10,,17031838800,
25244120210000,10,,17031838800,
25281070130000,34,,17031530501,60628
25281140090000,34,,17031530501,60628
25281240320000,34,,17031530501,60628
25283300250000,9,,17031530503,60628
25284130740000,9,,17031530502,60628
25284270120000,9,,17031530600,
27133150260000,,,17031824107,60462
27141090790000,,,17031824106,60462
27174020460000,,,17031824114,60462
27184250030000,,,17031824113,60467
27191020140000,,,17031824119,60467
27202020060000,,,17031824120,60467
27223090410000,,,17031824108,60487
27224200100000,,,17031824108,60487
27233040010000,,,17031824121,60462
28173120030000,,,17031824505,60452
27241080160000,,,17031824123,60477
27251020240000,,,17031824123,60477
27251040271002,,,17031824123,60477
27251040361005,,,17031824123,60477
27262180161013,,,17031824122,60477
27262180161038,,,17031824122,60477
27262180161063,,,17031824122,60477
27263190240000,,,17031824117,60487
28173010170000,,,17031824505,60452
10254200150000,,,,60645
10261040020000,,,,60076
10104210410000,,,,60076
28174060320000,,,17031824505,60452
28191010370000,,,17031824507,60477
28194130040000,,,17031824507,60477
28212000391008,,,17031825000,60452
28212000391028,,,17031825000,60452
28212000391069,,,17031825000,60452
28224070230000,,,17031825600,60428
28241020550000,,,17031825600,60428
28242050010000,,,17031825600,60428
28244130140000,,,17031825600,
28252070010000,,,17031825503,60429
28262070150000,,,17031825501,60429
28263100340000,,,17031825501,60429
28264020450000,,,17031825501,60429
28264060120000,,,17031825501,60429
28282200030000,,,17031825302,60452
28302090110000,,,17031825303,60477
28304120260000,,,17031825302,60477
28314000581009,,,17031825400,60477
10111010150000,,,,60201
10131160550000,,,,60201
10142060040000,,,17031806700,60203
28341020130000,,,17031825505,60478
28343040110000,,,17031825505,60478
28344220100000,,,17031825505,60478
28344280050000,,,17031825505,60478
28351200030000,,,17031825504,60478
28354120020000,,,17031825504,60429
28354120160000,,,17031825504,60429
29021000180000,9,,17031540101,60419
29023240400000,,,17031826402,60419
29033190290000,,,17031826500,60419
29034050020000,,,17031826401,60419
29034190350000,,,17031826401,60419
29061060230000,,,17031826800,60406
29071060310000,,,17031826800,60469
29072130450000,,,17031826901,
29074050330000,,,17031826901,60426
29074140400000,,,17031826901,60426
27272150360000,,,17031824108,60487
27294020320000,,,17031824120,60467
10143110390000,,,,60076
10143120010000,,,,60076
27313040320000,,,17031824119,60467
27314080040000,,,17031824119,60467
27324010170000,,,17031824120,60467
27341000130000,,,17031824117,60487
27344150500000,,,17031824117,60487
27353020221038,,,17031824117,60487
27353020221060,,,17031824117,60487
27361180030000,,,17031825304,60477
27362010101012,,,17031825304,60477
10144030020000,,,,60203
10152030280000,,,,60076
27364020080000,,,17031825400,60477
28013070100000,,,17031824300,60406
28013190040000,,,17031824300,60406
28015030020000,,,17031824300,60406
28021070320000,,,17031824300,60472
28022000190000,,,17031824300,60472
28022310030000,,,17031824300,60472
28023190140000,,,17031824400,60418
28023200070000,,,17031824400,60418
10152100540000,,,,60076
10153260050000,,,,60076
28023230220000,,,17031824300,60472
28041040080000,,,17031824503,60418
28083070200000,,,17031824506,60452
28093090050000,,,17031824601,60452
28094070160000,,,17031824602,60445
28101080340000,,,17031824601,60445
28101180040000,,,17031824601,60445
28103001480000,,,17031824602,60445
28103140210000,,,17031824602,60445
28104110320000,,,17031824602,60445
28113180150000,,,17031824702,60445
28122030460000,,,17031824800,60469
28122150430000,,,17031824800,60469
28123180320000,,,17031824900,
28124370090000,,,17031824800,
28133230170000,,,17031824900,
28133240240000,,,17031824900,60428
28133280090000,,,17031824900,
28141070010000,,,17031824702,60445
28142030100000,,,17031824900,60428
28143020320000,,,17031824900,60428
28144110240000,,,17031824900,60428
28144110310000,,,17031824900,60428
28162030190000,,,17031824602,60452
29082080420000,,,17031827000,60426
29084110010000,,,17031827100,60426
29091020710000,,,17031827000,60426
29092090340000,,,17031826500,60419
29092250010000,,,17031826500,60419
29093170380000,,,17031827200,60473
29094080100000,,,17031827200,60473
29104260400000,,,17031826301,60419
29111320050000,,,17031826402,60419
29112100230000,,,17031826402,60419
29112130170000,,,17031826402,60419
29122120040000,,,17031825802,60409
29122230430000,,,17031825802,60409
29122310190000,,,17031825802,60409
10161310200000,,,,60077
10162010260000,,,,60077
10163000550000,,,,60053
29123210610000,,,17031825803,60409
29124280440000,,,17031825803,60409
29143070040000,,,17031827802,60473
29143150250000,,,17031827802,60473
29162050580000,,,17031827200,60473
29162051620000,,,17031827200,60473
29171200150000,,,17031827300,60426
29171230380000,,,17031827300,60426
30293260600000,,,17031828000,60438
10181090420000,,,,60053
10182160040000,,,,60053
10184130330000,,,,60053
30303070390000,,,17031828000,60438
30313100670000,,,17031828202,60438
30323270030000,,,17031828100,60438
30324030531008,,,17031828100,60438
30324031181001,,,17031828100,60438
31012210110000,,,17031829800,60430
31022050540000,,,17031829902,60429
31023130260000,,,17031829902,60422
31032020270000,,,17031829901,60478
10191090451021,,,,60053
31033080080000,,,17031829901,60478
31033130090000,,,17031829901,60478
31062030070000,,,17031829901,60477
31152030120000,,,17031830004,60461
29313160261002,,,17031828401,60430
29313160261006,,,17031828401,60430
29314120820000,,,17031828401,60430
29323040620000,,,17031828402,60430
29333040250000,,,17031828300,60425
10191090451023,,,,60053
30063000310000,,,17031825700,60633
30071000050000,,,17031825802,60409
30072140420000,,,17031825900,60409
30072160120000,,,17031825900,60409
30074090230000,,,17031825900,60409
30083000260000,,,17031825900,60409
30084080180000,,,17031826000,60409
30171150310000,,,17031826100,60409
30171190090000,,,17031826100,60409
10191140340000,,,,60053
09272250070000,,,,60068
30173000600000,,,17031826100,60409
30173030210000,,,17031826100,60409
30174010130000,,,17031826100,60409
30182150890000,,,17031826100,60409
30182340320000,,,17031826100,60409
30191000610000,,,17031826201,60409
29174170430000,,,17031827500,60426
29174190400000,,,17031827500,60426
29182050450000,,,17031826902,60426
09274090230000,,,,60068
09274110010000,,,,60068
29182100550000,,,17031826902,60426
29182170050000,,,17031827400,60426
29182290090000,,,17031827400,
29183000330000,,,17031827400,60426
29191070130000,,,17031827400,
29194000610000,,,17031827600,60428
29201030390000,,,17031827500,60426
29201110340000,,,17031827500,60426
29204110130000,,,17031827500,60426
29213040120000,,,17031827500,60426
29222130050000,,,17031827801,60473
29231030040000,,,17031827802,60473
29233040160000,,,17031827804,60473
29233190040000,,,17031827804,60473
29241000300000,,,17031826201,60409
29243050030000,,,17031827901,60473
29244040060000,,,17031827901,60473
29254000930000,,,17031828201,60438
29254050281022,,,17031828201,60438
09281160470000,,,,60018
09283010520000,,,,60018
29261080200000,,,17031827805,60473
29272080080000,,,17031827805,60473
29273110750000,,,17031828300,60476
29294020190000,,,17031828402,60429
29301220360000,,,17031827700,60429
29302140090000,,,17031827700,60429
29311080120000,,,17031828401,60430
29311170380000,,,17031828401,60430
32052120270000,,,17031828602,60430
09283080180000,,,,60018
09292080010000,,,,60018
32052170160000,,,17031828701,60425
32062140260000,,,17031828601,60430
32083130180000,,,17031828802,
32084060340000,,,17031828802,60411
32111080251002,,,17031828702,60425
32111080251036,,,17031828702,60425
32144070020000,,,17031829700,60411
32161200100000,,,17031828900,60411
32171200140000,,,17031828801,60411
09331070380000,,,,60018
32174230190000,,,17031828900,60411
32181030160000,,,17031829301,60461
32182050401003,,,17031829301,60411
32182100110000,,,17031829301,60411
32182190040000,,,17031829301,60422
32183040080000,,,17031829301,60411
32183120050000,,,17031829301,60411
32191030010000,,,17031829302,60411
09362270250000,,,,60631
32192150910000,,,17031829301,
32192160070000,,,17031829301,60411
32194171030000,,,17031829302,60411
32201030250000,,,17031829200,60411
32201040810000,,,17031829200,60411
32202090250000,,,17031828900,60411
32204050070000,,,17031828900,60411
32213190330000,,,17031829100,60411
32214010060000,,,17031829000,60411
32214030250000,,,17031829000,60411
32214070130000,,,17031829000,60411
32231010560000,,,17031829700,60411
32231160530000,,,17031829700,60411
32231190560000,,,17031829700,60411
32231260160000,,,17031829700,60411
32233040260000,,,17031829700,60411
32234140510000,,,17031829700,60411
09363090150000,,,,60068
32251091090000,,,17031828503,60411
32252080040000,,,17031828503,60411
32253110340000,,,17031828504,60411
32281150170000,,,17031829100,60411
32294020130000,,,17031829500,60411
32294180190000,,,17031829500,60411
32302170020000,,,17031829401,60411
32311190030000,,,17031829402,60466
32314000040000,,,17031829402,
09181090030000,,,,60016
32322060250000,,,17031829500,60411
32324050220000,,,17031829600,60475
32324100490000,,,17031829600,60475
32324180210000,,,17031829600,60475
32324210130000,,,17031829600,60475
32324280210000,,,17031829600,60475
32333020080000,,,17031829600,60475
32333220100000,,,17031829600,60475
32333280120000,,,17031829600,60475
09182110030000,,,,60016
32352020030000,,,17031829700,60411
32361110030000,,,17031828504,60411
33051020320000,,,17031828505,60438
33064100160000,,,17031828505,60438
33073170061006,,,17031828506,60411
33073200230000,,,17031828506,60411
33074060250000,,,17031828506,60411
33074130070000,,,17031828506,60411
33302020100000,,,17031828504,60411
31163130160000,,,17031830004,60443
31172160280000,,,17031830003,60443
31194020260000,,,17031830003,60443
31194080110000,,,17031830003,60443
31203140010000,,,17031830003,60443
31221050320000,,,17031830004,60443
31222040530000,,,17031830004,60443
31222120210000,,,17031830004,60443
31231080080000,,,17031830004,60461
09183060190000,,,,60016
09184000120000,,,,60016
31241030320000,,,17031830005,60461
31241040180000,,,17031830005,60461
31244230010000,,,17031830100,
31252080180000,,,17031830202,60466
31261010080000,,,17031830201,60443
31264090020000,,,17031830202,60466
31273100020000,,,17031830007,60471
31274020060000,,,17031830007,60471
31332030040000,,,17031830008,60471
09192060530000,,,,60016
09192070290000,,,,60016
09192090610000,,,,60016
31333140250000,,,17031830008,60471
31334060230000,,,17031830008,60471
31341010240000,,,17031830007,60471
31351070390000,,,17031830201,60471
31361010070000,,,17031830300,
31362010180000,,,17031830300,60466
31363120220000,,,17031830400,60466
31364050280000,,,17031830400,60466
32022010410000,,,17031828505,60438
09194100120000,,,,60018
09194120270000,,,,60018
09201050350000,,,,60016
32033361590000,,,17031828702,60425
32034150210000,,,17031828702,60425
19241300150000,17,66,17031660800,60629
19342080230000,18,70,17031700301,60652
19342130220000,18,70,17031700301,60652
19343080400000,18,70,17031700302,60652
19344290200000,18,70,17031700302,60652
19351310260000,18,70,17031700401,60652
19352060530000,18,70,17031700401,60652
09204080040000,,,,60018
09211020330000,,,,60016
09223160410000,,,,60068
19352270390000,18,70,17031700401,60652
19354120730000,18,70,17031700402,60652
19354130620000,18,70,17031700402,60652
19362280280000,18,70,17031700501,60652
19363220030000,18,70,17031700502,60652
20021010130000,4,36,17031836400,
20023080300000,4,39,17031390200,
20031210340000,3,38,17031380600,60653
20031230401016,3,38,17031380600,60653
09223240150000,,,,60068
09224190090000,,,,60068
18354070840000,,,17031820605,60458
18354110010000,,,17031820605,60457
18361040170000,,,17031820501,60455
18361200180000,,,17031820501,60455
18363090170000,,,17031820501,60458
18364011061004,,,17031820502,60455
18364011061013,,,17031820502,60455
19011000110000,12,58,17031580501,60632
19011260380000,15,58,17031580502,60632
09233330020000,,,,60714
19011260440000,15,58,17031580502,60632
19012100860000,12,58,17031580600,60632
19013200310000,15,58,17031842800,60632
19013310100000,15,58,17031842800,60632
19024020400000,14,58,17031580400,60632
19033030080000,22,56,17031560100,60632
19061140070000,,,17031820700,60402
19073080180000,23,56,17031560900,60638
19073110270000,23,56,17031560900,60638
09242130070000,,,,60714
09244040530000,,,,60714
09253060520000,,,,60631
19073280140000,23,56,17031560900,60638
19074170350000,23,56,17031560900,60638
19074180250000,23,56,17031560900,60638
19082020330000,,,17031820800,60638
19084121110000,14,56,17031560800,60638
19091230490000,,,17031820800,60638
19101060710000,14,57,17031570300,60632
19101190390000,14,56,17031560400,60632
19101210400000,14,56,17031560400,60632
09262050150000,,,,60068
09263230211002,,,,60068
09264050120000,,,,60068
19102080390000,14,57,17031570300,60632
19102190040000,14,57,17031570300,60632
19102200070000,14,57,17031570300,60632
19102290020000,14,57,17031570300,60632
19103140200000,23,57,17031570500,60632
19103170160000,14,56,17031835200,60632
19104190100000,23,62,17031620200,60632
19172210140000,23,56,17031561100,60638
19172290100000,23,56,17031561100,60638
19174020350000,23,64,17031640300,60638
19174110400000,13,64,17031640300,60638
19184090690000,13,64,17031640400,60638
19184180510000,13,64,17031640400,60638
19184210370000,13,64,17031640400,60638
19201150260000,13,64,17031640600,60638
19212120800000,,,17031820901,
19221150020000,13,64,17031640800,60629
19221250180000,13,65,17031650301,60629
19222050350000,13,65,17031650301,60629
19232080300000,23,66,17031660500,60629
19232120340000,23,66,17031660500,60629
19232160030000,23,66,17031660500,60629
19232310470000,17,66,17031660500,60629
10202200100000,,,,60053
10202290560000,,,,60053
10212020120000,,,,60077
10212060420000,,,,60077
10221030620000,,,,60076
10223240130000,,,,60076
10223250260000,,,,60077
10224060350000,,,,60076
10224120360000,,,,60076
10224190450000,,,,60076
10231010360000,,,,60076
10231190170000,,,,60076
10232240640000,,,,60076
10233200290000,,,,60076
10241160500000,,,,60202
10241210400000,,,,60202
10242160010000,,,,60202
10243050280000,,,,60202
10244040380000,,,,60202
10251110040000,,,,60202
10253020500000,,,,60645
10253130060000,,,,60645
13024010240000,,,,60659
13031170340000,,,,60646
13031200300000,,,,60646
13031290320000,,,,60646
13033110160000,,,,60646
13042050240000,,,,60646
13042170180000,,,,60646
13042180190000,,,,60646
13051230220000,,,,60646
13051170240000,,,,60646
13053300190000,,,,60646
13054130410000,,,,60646
13061040180000,,,,60631
13062240410000,,,,60631
13063000010000,,,,60631
13063090110000,,,,60631
13073130580000,,,,60656
13073340060000,,,,60656
13074110170000,,,,60656
13074260230000,,,,60656
13074310060000,,,,60656
13081250060000,,,,60630
13082000400000,,,,60630
13222140110000,,,,60641
13223200070000,,,,60641
13224310060000,,,,60641
13231030230000,,,,60618
13231270220000,,,,60618
13232110030000,,,,60618
13232250090000,,,,60618
13241020360000,,,,60618
13241040420000,,,,60618
13241280260000,,,,60618
13251290130000,,,,60618
13252100170000,,,,60618
13252180280000,,,,60618
13253060190000,,,,60647
13253070761001,,,,60647
13253220180000,,,,60647
13261060340000,,,,60618
13262140850000,,,,60618
13262240110000,,,,60618
13262270190000,,,,60618
13264120140000,,,,60647
13264270240000,,,,60647
13271050380000,,,,60641
13271220430000,,,,60641
13272140060000,,,,60641
13272180310000,,,,60641
13273140200000,,,,60639
13282040320000,,,,60641
13282080040000,,,,60641
13282280100000,,,,60641
13284090040000,,,,60639
13291170020000,,,,60634
13291240190000,,,,60634
13292260380000,,,,60639
13301110190000,,,,60634
13301380060000,,,,60634
13302040501002,,,,60634
13302250350000,,,,60634
13303050310000,,,,60707
13303140290000,,,,60707
13304020090000,,,,60707
13311230330000,,,,60707
13312110300000,,,,60639
13314140280000,,,,60707
12281190360000,,,,60131
12282220200000,,,,60131
12284160340000,,,,60131
12293060180000,,,,60164
12302130130000,,,,60164
12312030040000,,,,60164
12323240030000,,,,60164
12331080030000,,,,60164
12332240230000,,,,60164
12351070210000,,,,60171
12362040280000,,,,60707
12362080120000,,,,60707
13011020400000,,,,60659
13011090320000,,,,60659
13011110380000,,,,60659
13011170730000,,,,60659
13012280170000,,,,60659
13014050270000,,,,60659
13172310250000,,,,60630
13174230060000,,,,60634
13183180290000,,,,60706
13193280461004,,,,60634
13194270170000,,,,60634
13203250370000,,,,60634
13211090250000,,,,60641
13211230110000,,,,60641
13213070100000,,,,60641
13221090070000,,,,60641
13314220380000,,,,60707
13321040320000,,,,60639
13321060270000,,,,60639
13322010450000,,,,60639
13322020450000,,,,60639
13322040110000,,,,60639
13322110600000,,,,60639
13332020090000,,,,60639
13332130260000,,,,60639
13332300200000,,,,60639
13333090110000,,,,60639
13341090280000,,,,60639
13341230440000,,,,60639
09154100180000,,,17031806005,60016
09162020810000,,,17031806002,60016
09171040300000,,,17031806201,60016
09173060030000,,,17031806202,60016
15204060030000,,,17031818402,60154
09181020280000,,,17031806102,60016
09183010030000,,,17031806102,60016
09192090250000,,,17031806300,60016
09194120200000,,,17031770601,60018
09201150180000,,,17031806300,60016
09204180090000,,,17031806400,60018
09221200500000,,,17031805901,60068
09233210200000,,,17031805902,60714
09233220030000,,,17031805902,60714
09234000450000,,,17031805401,60714
09241030160000,,,17031805401,60714
09241100660000,,,17031805401,60714
09242000210000,,,17031805402,60714
09243240260000,,,17031805401,60714
09244010290000,,,17031805402,60714
09244040570000,,,17031805402,60714
09254130460000,41,9,17031090100,60631
09254150240000,41,9,17031090100,60631
09254240150000,41,9,17031090100,60631
09261000210000,,,17031805501,60068
09264020010000,,,17031805501,60068
09264180010000,,,17031805502,60068
09264280040000,,,17031805502,60068
08154010080000,,,17031805002,60056
08161000240000,,,17031805107,60008
08232000140000,,,17031805111,60056
08234000181001,,,17031805111,60005
08241000251028,,,17031805111,60016
08241000251047,,,17031805111,60016
08241000251059,,,17031805111,60016
08241000251070,,,17031805111,60016
08241000251074,,,17031805111,60016
08241000251094,,,17031805111,60016
08241000251111,,,17031805111,60016
08241000251122,,,17031805111,60016
08241110420000,,,17031805111,60016
08241120280000,,,17031805111,60016
08242020150000,,,17031805111,60016
08242200040000,,,17031805111,60016
08243030290000,,,17031805112,60018
08243070100000,,,17031805112,60018
08263090030000,,,17031770500,60007
08271000541001,,,17031770400,60007
08271000541009,,,17031770400,60007
08271000541013,,,17031770400,60007
08271000541027,,,17031770400,60007
08271000541046,,,17031770400,60007
08282200070000,,,17031770400,60007
08284180160000,,,17031770300,60007
08294150340000,,,17031770202,60007
08294151310000,,,17031770202,60007
12253310290000,,,17031810702,60707
08314000731003,,,17031770201,60007
08321010181027,,,17031770202,60007
08321010181035,,,17031770202,60007
08321010181081,,,17031770202,60007
08324110040000,,,17031770201,60007
08324220150000,,,17031770202,60007
09072040140000,,,17031806103,60016
09072120400000,,,17031806103,60016
10253300010000,50,2,17031020200,60645
09072180310000,,,17031806103,60016
09274090090000,,,17031805802,60068
09274170900000,,,17031805802,60068
09292060180000,,,17031806502,60018
09331160330000,,,17031806600,60018
09333130160000,,,17031806600,60018
09333130290000,,,17031806600,60018
09342090020000,,,17031805701,60068
09351010280000,,,17031805802,60068
09351040130000,,,17031805802,60068
09351080300000,,,17031805802,60068
09353030010000,,,17031805701,60068
09354030230000,,,17031805600,60068
09361040600000,41,9,17031090200,60631
09361150440000,,,17031805600,60068
09364060200000,41,9,17031090200,60631
09364260230000,41,9,17031090300,60631
10202280420000,,,17031808301,60053
10211190830000,,,17031808302,60077
10211270470000,,,17031807300,60077
10212130580000,,,17031807300,60077
10212170070000,,,17031807300,60077
10214130370000,,,17031807300,60077
10222070590000,,,17031807200,60076
10222100500000,,,17031807200,60076
10224260410000,,,17031807400,60076
10232140270000,,,17031807200,60076
10232210360000,,,17031807200,60076
10234020310000,,,17031807600,60076
10242070040000,4,,17031809700,60202
10243040220000,2,,17031810301,60202
10243140220000,9,,17031810301,60202
10243140290000,9,,17031810301,60202
10244010220000,9,,17031810302,60202
10252150290000,8,,17031810301,60202
10253320460000,50,2,17031020200,60645
10254280880000,50,2,17031020200,60645
10261010280000,,,17031807500,60076
10263110050000,,,17031807600,60076
10272030210000,,,17031807400,60076
10273000211038,,,17031807700,60076
10273071100000,,,17031807700,60076
10273100340000,,,17031807600,60076
10275000098001,,,17031807500,60076
19101010470000,23,,,60632
10281140030000,,,17031807700,60077
10284020070000,,,17031807700,60077
10284170170000,,,17031807800,60077
10303140210000,,,17031808100,60714
10311000141008,,,17031808100,60714
10311000141012,,,17031808100,60714
10311000141017,,,17031808100,60714
10313080280000,41,10,17031100200,60631
10314080240000,41,10,17031100200,60631
10314140350000,41,10,17031100200,60631
10321100580000,41,12,17031120100,60646
10324110130000,41,12,17031120100,60646
10331010490000,,,17031807800,60077
10333010250000,,,17031807900,60712
10334350150000,,,17031807900,60712
10341050480000,,,17031808001,60712
10341060540000,,,17031807900,60712
16152230100000,24,,17031260700,60624
10342100550000,,,17031808001,60712
10351080160000,,,17031808002,60712
10351090390000,,,17031808002,60712
10351100460000,,,17031808002,60712
10113070340000,6,,17031809000,60201
10123120120000,7,,17031809100,60201
10132010170000,5,,17031809200,60201
10133150030000,2,,17031809600,60201
10133160250000,2,,17031809600,60201
15204180550000,,,17031818402,60154
10143070430000,,,17031807100,60076
10143110480000,,,17031807100,60076
10144020200000,,,17031807100,60203
10144160190000,,,17031807100,60203
10151110140000,,,17031806801,60076
10152120390000,,,17031806700,60076
10152230480000,,,17031806801,60076
10153040170000,,,17031806802,60076
10163130540000,,,17031807000,60077
10164220210000,,,17031807000,60077
10172180120000,,,17031808500,60053
10182040420000,,,17031808400,60053
10183040230000,,,17031808400,60053
11303020501001,50,2,17031020100,60645
11303071080000,49,2,17031020100,60645
11303072071008,49,2,17031020100,60645
11303072071011,49,2,17031020100,60645
11303072071012,49,2,17031020100,60645
11303072071016,49,2,17031020100,60645
11303072071051,49,2,17031020100,60645
11303200140000,49,2,17031020100,60645
11311020390000,50,2,17031020400,60645
11311170211002,50,2,17031020400,60645
11312110130000,49,1,17031010702,60626
11312200150000,49,1,17031010701,60626
16152280390000,24,,17031261000,
11313020931001,50,2,17031020500,60645
11313030520000,50,2,17031020500,60645
11313120471011,50,2,17031020500,60645
11314130151006,49,1,17031830600,60626
11314130151023,49,1,17031830600,60626
12012151010000,41,10,17031100300,60631
12012190200000,41,10,17031100300,60631
12013110120000,41,10,17031100400,60631
12014220350000,41,10,17031100400,60631
16204140110000,,,17031813600,60804
12021210170000,,,17031805702,60068
12021230220000,,,17031805702,60068
12022040070000,,,17031810400,60068
12024100490000,,,17031810400,60068
10362040290000,50,2,17031020302,60645
10363010260000,50,2,17031020301,60645
10363210220000,50,2,17031020601,60645
10363250110000,50,2,17031020601,60645
10364210020000,50,2,17031020602,60645
19101050570000,23,,,60632
11183260070000,4,,17031809500,60201
11191060160000,4,,17031809800,60202
11193290100000,9,,17031810100,60202
11194060221028,9,,17031810100,60202
11194080290000,3,,17031810000,60202
11194131210000,3,,17031810000,60202
11291090060000,49,1,17031010100,60626
13022070470000,50,13,17031130100,60659
13024070250000,39,13,17031130300,60659
18041160010000,,,,60525
13024210210000,39,13,17031130300,60659
13024230130000,39,13,17031130300,60659
13031000790000,39,12,17031120300,60646
13032020300000,39,12,17031120300,60646
13033240190000,39,12,17031120300,60646
13041080100000,39,12,17031120200,60646
13042130230000,39,12,17031120200,60646
13044170380000,39,12,17031120200,60646
13051090200000,39,10,17031100100,60646
16212020150000,,,17031813301,60804
13051110040000,39,10,17031100100,60646
13054180090000,45,11,17031110100,60646
13063200360000,41,10,17031100300,60631
13064040260000,41,10,17031100300,60631
13071090180000,41,10,17031100600,60656
13071240470000,41,10,17031100600,60656
13074190140000,45,10,17031100700,60656
13074300180000,45,10,17031100700,60656
16212080360000,,,17031813301,60804
13081180210000,45,11,17031110300,60630
13081260350000,45,11,17031110300,60630
13082060580000,45,11,17031110200,60630
13083190400000,45,11,17031110300,60630
12092120490000,41,76,17031770700,
12094190110000,,,17031770800,60176
12111040331025,41,76,17031760801,60631
24024270200000,,,17031821800,60805
12111040331039,41,76,17031760801,60631
12113050060000,,,17031770902,60706
12113060230000,,,17031770902,60706
12113300230000,41,76,17031760803,60656
12114120150000,,,17031770902,60706
12121150020000,41,10,17031100500,60656
12121240550000,41,10,17031100500,60656
12122160300000,41,10,17031100500,60656
12122280080000,41,10,17031100500,60656
12123070440000,,,17031770901,60706
12123090380000,41,10,17031100500,60656
12124290430000,,,17031770901,60706
12151030270000,,,17031770800,60176
12151030570000,,,17031770800,60176
12161020370000,,,17031770800,
12162020571001,,,17031770800,60176
12164140280000,,,17031811600,60176
12282170401001,,,17031811401,60131
12291090330000,,,17031811701,60164
12293200200000,,,17031811702,60164
12294130180000,,,17031811301,60164
12321060300000,,,17031811800,60164
12321180170000,,,17031811800,60164
12322010440000,,,17031811301,60164
12332290050000,,,17031811302,60164
12342020180000,,,17031811200,60171
12351070420000,,,17031811200,60171
12361120850000,,,17031811000,60707
13011040381002,50,2,17031020702,60659
13011040381012,50,2,17031020702,60659
13011150070000,50,2,17031020702,60659
13011260320000,50,2,17031020702,60659
13012000391006,50,2,17031020802,60659
19181140200000,23,,17031561000,60638
13021030410000,39,13,17031130100,60659
13021050280000,50,13,17031130100,60659
12212210741012,,,17031811600,60176
12212210741013,,,17031811600,60176
12212210741014,,,17031811600,60176
12224000120000,,,17031811500,60131
12232080380000,38,17,17031170500,60634
12232140290000,38,17,17031170500,60634
12234010400000,38,17,17031170600,60634
18201090230000,,,,60525
12242230220000,38,17,17031170400,60634
12243020210000,38,17,17031170700,60634
12243070450000,38,17,17031170800,60634
12243150160000,38,17,17031170800,60634
12243190050000,38,17,17031170700,60634
12251070270000,,,17031810800,60707
12252020410000,29,17,17031170900,60707
12253050180000,,,17031810800,60707
12253140511013,,,17031810800,60707
12263090580000,,,17031811100,60171
12271060160000,,,17031811401,60131
12271060210000,,,17031811401,60131
12271240250000,,,17031811200,60131
12274010190000,,,17031811200,60131
12274090270000,,,17031811200,60131
12274240560000,,,17031811200,60171
13084020020000,45,11,17031110400,60630
13091070250000,45,11,17031110501,60630
13092150210000,45,11,17031110501,60630
13094150060000,45,12,17031120400,60630
13102010400000,39,13,17031130200,60630
13103140230000,39,14,17031140400,60630
13104170410000,39,14,17031140400,60630
13112140210000,39,13,17031831800,60625
13113080280000,39,14,17031140302,60625
13121120270000,40,4,17031040300,60625
16214310180000,,,17031813702,60804
13122000030000,40,4,17031040202,60625
13122200501001,40,4,17031040202,60625
13123070030000,40,4,17031040300,60625
13131030270000,33,14,17031140800,60625
13133100170000,33,16,17031160601,60618
13134140210000,47,5,17031050300,60618
13141130350000,35,14,17031140602,60625
13141220200000,35,14,17031140601,60625
13141280140000,35,14,17031140602,60625
16214340010000,,,17031813702,60804
13142260250000,33,14,17031140702,60625
13143280360000,45,16,17031160400,60618
13144280160000,33,16,17031160502,60618
13144280170000,33,16,17031160502,60618
13151020300000,39,16,17031160100,60630
13151220270000,39,16,17031160100,60630
13152070470000,39,14,17031140500,60630
13153180240000,45,16,17031160200,60641
13153190410000,45,16,17031160200,60641
13154040401006,39,16,17031160300,60641
13154040401005,39,16,17031160300,60641
13154040401007,39,16,17031160300,60641
13161160331009,45,15,17031150300,60630
13161280270000,38,15,17031150300,60641
13162010270000,45,15,17031150200,
13162160321004,45,15,17031150200,60630
13162160321020,45,15,17031150200,60630
18202060050000,,,,60525
13163120050000,38,15,17031150300,60634
13163180010000,38,15,17031150300,60641
13164040390000,45,15,17031150200,60641
13171100250000,38,15,17031150501,60630
13172120210000,45,15,17031150401,60630
20043300350000,11,,17031842600,60609
20043300390000,11,,17031842600,60609
19172240410000,23,,17031561100,60638
19181030300000,23,,17031561000,60638
19181070490000,23,,17031561000,60638
19184170600000,23,,17031640400,60638
19184210390000,23,,17031640400,60638
19191050250000,23,,17031640500,60638
19191060070000,23,,17031640500,60638
19191070320000,23,,17031640500,60638
19191090440000,23,,17031640500,60638
19201150110000,13,,17031640600,60638
